Week of Week Ending Date,Jurisdiction of Occurrence,All Cause
"December 25, 2016",Rhode Island,205
"January 1, 2017",Rhode Island,227
"January 8, 2017",Rhode Island,209
"January 15, 2017",Rhode Island,183
"January 22, 2017",Rhode Island,226
"January 29, 2017",Rhode Island,216
"February 5, 2017",Rhode Island,257
"February 12, 2017",Rhode Island,248
"February 19, 2017",Rhode Island,209
"February 26, 2017",Rhode Island,236
"March 5, 2017",Rhode Island,203
"March 12, 2017",Rhode Island,201
"March 19, 2017",Rhode Island,223
"March 26, 2017",Rhode Island,213
"April 2, 2017",Rhode Island,202
"April 9, 2017",Rhode Island,194
"April 16, 2017",Rhode Island,211
"April 23, 2017",Rhode Island,212
"April 30, 2017",Rhode Island,228
"May 7, 2017",Rhode Island,198
"May 14, 2017",Rhode Island,196
"May 21, 2017",Rhode Island,191
"May 28, 2017",Rhode Island,142
"June 4, 2017",Rhode Island,197
"June 11, 2017",Rhode Island,200
"June 18, 2017",Rhode Island,199
"June 25, 2017",Rhode Island,192
"July 2, 2017",Rhode Island,163
"July 9, 2017",Rhode Island,182
"July 16, 2017",Rhode Island,200
"July 23, 2017",Rhode Island,170
"July 30, 2017",Rhode Island,188
"August 6, 2017",Rhode Island,150
"August 13, 2017",Rhode Island,170
"August 20, 2017",Rhode Island,191
"August 27, 2017",Rhode Island,197
"September 3, 2017",Rhode Island,206
"September 10, 2017",Rhode Island,171
"September 17, 2017",Rhode Island,203
"September 24, 2017",Rhode Island,180
"October 1, 2017",Rhode Island,182
"October 8, 2017",Rhode Island,177
"October 15, 2017",Rhode Island,210
"October 22, 2017",Rhode Island,184
"October 29, 2017",Rhode Island,176
"November 5, 2017",Rhode Island,190
"November 12, 2017",Rhode Island,210
"November 19, 2017",Rhode Island,200
"November 26, 2017",Rhode Island,206
"December 3, 2017",Rhode Island,224
"December 10, 2017",Rhode Island,213
"December 17, 2017",Rhode Island,218
"December 24, 2017",Rhode Island,227
"December 31, 2017",Rhode Island,247
"January 7, 2018",Rhode Island,243
"January 14, 2018",Rhode Island,210
"January 21, 2018",Rhode Island,222
"January 28, 2018",Rhode Island,210
"February 4, 2018",Rhode Island,219
"February 11, 2018",Rhode Island,217
"February 18, 2018",Rhode Island,183
"February 25, 2018",Rhode Island,197
"March 4, 2018",Rhode Island,215
"March 11, 2018",Rhode Island,181
"March 18, 2018",Rhode Island,195
"March 25, 2018",Rhode Island,180
"April 1, 2018",Rhode Island,229
"April 8, 2018",Rhode Island,188
"April 15, 2018",Rhode Island,211
"April 22, 2018",Rhode Island,225
"April 29, 2018",Rhode Island,228
"May 6, 2018",Rhode Island,183
"May 13, 2018",Rhode Island,209
"May 20, 2018",Rhode Island,193
"May 27, 2018",Rhode Island,194
"June 3, 2018",Rhode Island,198
"June 10, 2018",Rhode Island,181
"June 17, 2018",Rhode Island,177
"June 24, 2018",Rhode Island,197
"July 1, 2018",Rhode Island,201
"July 8, 2018",Rhode Island,187
"July 15, 2018",Rhode Island,190
"July 22, 2018",Rhode Island,179
"July 29, 2018",Rhode Island,160
"August 5, 2018",Rhode Island,182
"August 12, 2018",Rhode Island,198
"August 19, 2018",Rhode Island,197
"August 26, 2018",Rhode Island,180
"September 2, 2018",Rhode Island,206
"September 9, 2018",Rhode Island,191
"September 16, 2018",Rhode Island,192
"September 23, 2018",Rhode Island,198
"September 30, 2018",Rhode Island,193
"October 7, 2018",Rhode Island,189
"October 14, 2018",Rhode Island,205
"October 21, 2018",Rhode Island,200
"October 28, 2018",Rhode Island,222
"November 4, 2018",Rhode Island,188
"November 11, 2018",Rhode Island,216
"November 18, 2018",Rhode Island,184
"November 25, 2018",Rhode Island,189
"December 2, 2018",Rhode Island,224
"December 9, 2018",Rhode Island,211
"December 16, 2018",Rhode Island,213
"December 23, 2018",Rhode Island,204
"December 30, 2018",Rhode Island,203
"January 6, 2019",Rhode Island,226
"January 13, 2019",Rhode Island,240
"January 20, 2019",Rhode Island,220
"January 27, 2019",Rhode Island,228
"February 3, 2019",Rhode Island,229
"February 10, 2019",Rhode Island,206
"February 17, 2019",Rhode Island,210
"February 24, 2019",Rhode Island,202
"March 3, 2019",Rhode Island,238
"March 10, 2019",Rhode Island,225
"March 17, 2019",Rhode Island,208
"March 24, 2019",Rhode Island,193
"March 31, 2019",Rhode Island,220
"April 7, 2019",Rhode Island,203
"April 14, 2019",Rhode Island,200
"April 21, 2019",Rhode Island,168
"April 28, 2019",Rhode Island,213
"May 5, 2019",Rhode Island,197
"May 12, 2019",Rhode Island,220
"May 19, 2019",Rhode Island,190
"May 26, 2019",Rhode Island,163
"June 2, 2019",Rhode Island,201
"June 9, 2019",Rhode Island,175
"June 16, 2019",Rhode Island,207
"June 23, 2019",Rhode Island,191
"June 30, 2019",Rhode Island,204
"July 7, 2019",Rhode Island,182
"July 14, 2019",Rhode Island,197
"July 21, 2019",Rhode Island,187
"July 28, 2019",Rhode Island,180
"August 4, 2019",Rhode Island,199
"August 11, 2019",Rhode Island,188
"August 18, 2019",Rhode Island,196
"August 25, 2019",Rhode Island,203
"September 1, 2019",Rhode Island,180
"September 8, 2019",Rhode Island,205
"September 15, 2019",Rhode Island,192
"September 22, 2019",Rhode Island,209
"September 29, 2019",Rhode Island,203
"October 6, 2019",Rhode Island,201
"October 13, 2019",Rhode Island,203
"October 20, 2019",Rhode Island,188
"October 27, 2019",Rhode Island,190
"November 3, 2019",Rhode Island,190
"November 10, 2019",Rhode Island,192
"November 17, 2019",Rhode Island,233
"November 24, 2019",Rhode Island,211
"December 1, 2019",Rhode Island,220
"December 8, 2019",Rhode Island,192
"December 15, 2019",Rhode Island,219
"December 22, 2019",Rhode Island,221
"December 29, 2019",Rhode Island,225
"January 5, 2020",Rhode Island,201
"January 12, 2020",Rhode Island,204
"January 19, 2020",Rhode Island,198
"January 26, 2020",Rhode Island,220
"February 2, 2020",Rhode Island,243
"February 9, 2020",Rhode Island,181
"February 16, 2020",Rhode Island,205
"February 23, 2020",Rhode Island,236
"March 1, 2020",Rhode Island,253
"March 8, 2020",Rhode Island,195
"March 15, 2020",Rhode Island,219
"March 22, 2020",Rhode Island,198
"March 29, 2020",Rhode Island,234
"April 5, 2020",Rhode Island,243
"April 12, 2020",Rhode Island,270
"April 19, 2020",Rhode Island,292
"April 26, 2020",Rhode Island,329
"May 3, 2020",Rhode Island,371
"May 10, 2020",Rhode Island,290
"May 17, 2020",Rhode Island,267
"May 24, 2020",Rhode Island,239
"January 5, 2014",Puerto Rico,570
"January 12, 2014",Puerto Rico,569
"January 19, 2014",Puerto Rico,586
"January 26, 2014",Puerto Rico,524
"February 2, 2014",Puerto Rico,524
"February 9, 2014",Puerto Rico,569
"February 16, 2014",Puerto Rico,569
"February 23, 2014",Puerto Rico,555
"March 2, 2014",Puerto Rico,560
"March 9, 2014",Puerto Rico,566
"March 16, 2014",Puerto Rico,531
"March 23, 2014",Puerto Rico,582
"March 30, 2014",Puerto Rico,562
"April 6, 2014",Puerto Rico,511
"April 13, 2014",Puerto Rico,579
"April 20, 2014",Puerto Rico,559
"April 27, 2014",Puerto Rico,593
"May 4, 2014",Puerto Rico,559
"May 11, 2014",Puerto Rico,545
"May 18, 2014",Puerto Rico,584
"May 25, 2014",Puerto Rico,545
"June 1, 2014",Puerto Rico,550
"June 8, 2014",Puerto Rico,575
"June 15, 2014",Puerto Rico,552
"June 22, 2014",Puerto Rico,533
"June 29, 2014",Puerto Rico,582
"July 6, 2014",Puerto Rico,527
"July 13, 2014",Puerto Rico,561
"July 20, 2014",Puerto Rico,538
"July 27, 2014",Puerto Rico,547
"August 3, 2014",Puerto Rico,544
"August 10, 2014",Puerto Rico,573
"August 17, 2014",Puerto Rico,549
"August 24, 2014",Puerto Rico,603
"August 31, 2014",Puerto Rico,558
"September 7, 2014",Puerto Rico,573
"September 14, 2014",Puerto Rico,588
"September 21, 2014",Puerto Rico,615
"September 28, 2014",Puerto Rico,637
"October 5, 2014",Puerto Rico,653
"October 12, 2014",Puerto Rico,654
"October 19, 2014",Puerto Rico,650
"October 26, 2014",Puerto Rico,654
"November 2, 2014",Puerto Rico,608
"November 9, 2014",Puerto Rico,633
"November 16, 2014",Puerto Rico,611
"November 23, 2014",Puerto Rico,604
"November 30, 2014",Puerto Rico,617
"December 7, 2014",Puerto Rico,655
"December 14, 2014",Puerto Rico,624
"December 21, 2014",Puerto Rico,674
"December 28, 2014",Puerto Rico,675
"January 4, 2015",Puerto Rico,637
"January 11, 2015",Puerto Rico,633
"January 18, 2015",Puerto Rico,629
"January 25, 2015",Puerto Rico,547
"February 1, 2015",Puerto Rico,615
"February 8, 2015",Puerto Rico,604
"February 15, 2015",Puerto Rico,579
"February 22, 2015",Puerto Rico,595
"March 1, 2015",Puerto Rico,585
"March 8, 2015",Puerto Rico,519
"March 15, 2015",Puerto Rico,558
"March 22, 2015",Puerto Rico,505
"March 29, 2015",Puerto Rico,560
"April 5, 2015",Puerto Rico,508
"April 12, 2015",Puerto Rico,547
"April 19, 2015",Puerto Rico,501
"April 26, 2015",Puerto Rico,530
"May 3, 2015",Puerto Rico,560
"May 10, 2015",Puerto Rico,517
"May 17, 2015",Puerto Rico,514
"May 24, 2015",Puerto Rico,507
"May 31, 2015",Puerto Rico,515
"June 7, 2015",Puerto Rico,473
"June 14, 2015",Puerto Rico,510
"June 21, 2015",Puerto Rico,533
"June 28, 2015",Puerto Rico,504
"July 5, 2015",Puerto Rico,531
"July 12, 2015",Puerto Rico,538
"July 19, 2015",Puerto Rico,545
"July 26, 2015",Puerto Rico,503
"August 2, 2015",Puerto Rico,504
"August 9, 2015",Puerto Rico,527
"August 16, 2015",Puerto Rico,531
"August 23, 2015",Puerto Rico,498
"August 30, 2015",Puerto Rico,480
"September 6, 2015",Puerto Rico,560
"September 13, 2015",Puerto Rico,530
"September 20, 2015",Puerto Rico,488
"September 27, 2015",Puerto Rico,546
"October 4, 2015",Puerto Rico,551
"October 11, 2015",Puerto Rico,542
"October 18, 2015",Puerto Rico,539
"October 25, 2015",Puerto Rico,513
"November 1, 2015",Puerto Rico,484
"November 8, 2015",Puerto Rico,507
"November 15, 2015",Puerto Rico,523
"November 22, 2015",Puerto Rico,595
"November 29, 2015",Puerto Rico,543
"December 6, 2015",Puerto Rico,544
"December 13, 2015",Puerto Rico,582
"December 20, 2015",Puerto Rico,580
"December 27, 2015",Puerto Rico,574
"January 3, 2016",Puerto Rico,595
"January 10, 2016",Puerto Rico,609
"January 17, 2016",Puerto Rico,614
"January 24, 2016",Puerto Rico,655
"January 31, 2016",Puerto Rico,673
"February 7, 2016",Puerto Rico,641
"February 14, 2016",Puerto Rico,592
"February 21, 2016",Puerto Rico,591
"February 28, 2016",Puerto Rico,506
"March 6, 2016",Puerto Rico,532
"March 13, 2016",Puerto Rico,562
"March 20, 2016",Puerto Rico,590
"March 27, 2016",Puerto Rico,510
"April 3, 2016",Puerto Rico,549
"April 10, 2016",Puerto Rico,525
"April 17, 2016",Puerto Rico,514
"April 24, 2016",Puerto Rico,508
"May 1, 2016",Puerto Rico,480
"May 8, 2016",Puerto Rico,515
"May 15, 2016",Puerto Rico,528
"May 22, 2016",Puerto Rico,545
"May 29, 2016",Puerto Rico,527
"June 5, 2016",Puerto Rico,562
"June 12, 2016",Puerto Rico,550
"June 19, 2016",Puerto Rico,524
"June 26, 2016",Puerto Rico,543
"July 3, 2016",Puerto Rico,582
"July 10, 2016",Puerto Rico,546
"July 17, 2016",Puerto Rico,519
"July 24, 2016",Puerto Rico,558
"July 31, 2016",Puerto Rico,550
"August 7, 2016",Puerto Rico,552
"August 14, 2016",Puerto Rico,532
"August 21, 2016",Puerto Rico,559
"August 28, 2016",Puerto Rico,518
"September 4, 2016",Puerto Rico,565
"September 11, 2016",Puerto Rico,538
"September 18, 2016",Puerto Rico,547
"September 25, 2016",Puerto Rico,567
"October 2, 2016",Puerto Rico,544
"October 9, 2016",Puerto Rico,533
"October 16, 2016",Puerto Rico,543
"October 23, 2016",Puerto Rico,484
"October 30, 2016",Puerto Rico,540
"November 6, 2016",Puerto Rico,566
"November 13, 2016",Puerto Rico,576
"November 20, 2016",Puerto Rico,560
"November 27, 2016",Puerto Rico,584
"December 4, 2016",Puerto Rico,632
"December 11, 2016",Puerto Rico,590
"December 18, 2016",Puerto Rico,677
"December 25, 2016",Puerto Rico,698
"January 1, 2017",Puerto Rico,696
"January 8, 2017",Puerto Rico,613
"January 15, 2017",Puerto Rico,666
"January 22, 2017",Puerto Rico,642
"January 29, 2017",Puerto Rico,601
"February 5, 2017",Puerto Rico,601
"February 12, 2017",Puerto Rico,570
"February 19, 2017",Puerto Rico,568
"February 26, 2017",Puerto Rico,560
"March 5, 2017",Puerto Rico,614
"March 12, 2017",Puerto Rico,551
"March 19, 2017",Puerto Rico,568
"March 26, 2017",Puerto Rico,541
"April 2, 2017",Puerto Rico,564
"April 9, 2017",Puerto Rico,567
"April 16, 2017",Puerto Rico,539
"April 23, 2017",Puerto Rico,554
"April 30, 2017",Puerto Rico,508
"May 7, 2017",Puerto Rico,534
"May 14, 2017",Puerto Rico,566
"May 21, 2017",Puerto Rico,578
"May 28, 2017",Puerto Rico,514
"June 4, 2017",Puerto Rico,525
"June 11, 2017",Puerto Rico,590
"June 18, 2017",Puerto Rico,550
"June 25, 2017",Puerto Rico,551
"July 2, 2017",Puerto Rico,532
"July 9, 2017",Puerto Rico,515
"July 16, 2017",Puerto Rico,545
"July 23, 2017",Puerto Rico,547
"July 30, 2017",Puerto Rico,588
"August 6, 2017",Puerto Rico,515
"August 13, 2017",Puerto Rico,521
"August 20, 2017",Puerto Rico,493
"August 27, 2017",Puerto Rico,539
"September 3, 2017",Puerto Rico,575
"September 10, 2017",Puerto Rico,615
"September 17, 2017",Puerto Rico,692
"September 24, 2017",Puerto Rico,891
"October 1, 2017",Puerto Rico,798
"October 8, 2017",Puerto Rico,676
"October 15, 2017",Puerto Rico,628
"October 22, 2017",Puerto Rico,697
"October 29, 2017",Puerto Rico,596
"November 5, 2017",Puerto Rico,604
"November 12, 2017",Puerto Rico,616
"November 19, 2017",Puerto Rico,641
"November 26, 2017",Puerto Rico,659
"December 3, 2017",Puerto Rico,619
"December 10, 2017",Puerto Rico,652
"December 17, 2017",Puerto Rico,649
"December 24, 2017",Puerto Rico,621
"December 31, 2017",Puerto Rico,686
"January 7, 2018",Puerto Rico,656
"January 14, 2018",Puerto Rico,646
"January 21, 2018",Puerto Rico,616
"January 28, 2018",Puerto Rico,626
"February 4, 2018",Puerto Rico,598
"February 11, 2018",Puerto Rico,601
"February 18, 2018",Puerto Rico,585
"February 25, 2018",Puerto Rico,698
"March 4, 2018",Puerto Rico,594
"March 11, 2018",Puerto Rico,625
"March 18, 2018",Puerto Rico,578
"March 25, 2018",Puerto Rico,548
"April 1, 2018",Puerto Rico,565
"April 8, 2018",Puerto Rico,517
"April 15, 2018",Puerto Rico,507
"April 22, 2018",Puerto Rico,503
"April 29, 2018",Puerto Rico,538
"May 6, 2018",Puerto Rico,569
"May 13, 2018",Puerto Rico,547
"May 20, 2018",Puerto Rico,517
"May 27, 2018",Puerto Rico,513
"June 3, 2018",Puerto Rico,522
"June 10, 2018",Puerto Rico,584
"June 17, 2018",Puerto Rico,499
"June 24, 2018",Puerto Rico,521
"July 1, 2018",Puerto Rico,577
"July 8, 2018",Puerto Rico,559
"July 15, 2018",Puerto Rico,529
"July 22, 2018",Puerto Rico,516
"July 29, 2018",Puerto Rico,507
"August 5, 2018",Puerto Rico,516
"August 12, 2018",Puerto Rico,550
"August 19, 2018",Puerto Rico,532
"August 26, 2018",Puerto Rico,532
"September 2, 2018",Puerto Rico,498
"September 9, 2018",Puerto Rico,510
"September 16, 2018",Puerto Rico,522
"September 23, 2018",Puerto Rico,559
"September 30, 2018",Puerto Rico,513
"October 7, 2018",Puerto Rico,476
"October 14, 2018",Puerto Rico,547
"October 21, 2018",Puerto Rico,557
"October 28, 2018",Puerto Rico,530
"November 4, 2018",Puerto Rico,531
"November 11, 2018",Puerto Rico,543
"November 18, 2018",Puerto Rico,603
"November 25, 2018",Puerto Rico,541
"December 2, 2018",Puerto Rico,595
"December 9, 2018",Puerto Rico,618
"December 16, 2018",Puerto Rico,581
"December 23, 2018",Puerto Rico,630
"December 30, 2018",Puerto Rico,664
"January 6, 2019",Puerto Rico,612
"January 13, 2019",Puerto Rico,637
"January 20, 2019",Puerto Rico,630
"January 27, 2019",Puerto Rico,625
"February 3, 2019",Puerto Rico,622
"February 10, 2019",Puerto Rico,629
"February 17, 2019",Puerto Rico,576
"February 24, 2019",Puerto Rico,590
"March 3, 2019",Puerto Rico,573
"March 10, 2019",Puerto Rico,558
"March 17, 2019",Puerto Rico,571
"March 24, 2019",Puerto Rico,531
"March 31, 2019",Puerto Rico,522
"April 7, 2019",Puerto Rico,527
"April 14, 2019",Puerto Rico,536
"April 21, 2019",Puerto Rico,571
"April 28, 2019",Puerto Rico,570
"May 5, 2019",Puerto Rico,533
"May 12, 2019",Puerto Rico,580
"May 19, 2019",Puerto Rico,615
"May 26, 2019",Puerto Rico,580
"June 2, 2019",Puerto Rico,584
"June 9, 2019",Puerto Rico,567
"June 16, 2019",Puerto Rico,587
"June 23, 2019",Puerto Rico,599
"June 30, 2019",Puerto Rico,592
"July 7, 2019",Puerto Rico,589
"July 14, 2019",Puerto Rico,572
"July 21, 2019",Puerto Rico,519
"July 28, 2019",Puerto Rico,515
"August 4, 2019",Puerto Rico,541
"August 11, 2019",Puerto Rico,565
